cod_estab,ef_registro
101300,3.0477461517898
101302,3.0477461517898
101303,3.0477461517898
101304,2.27564416189176
101305,3.0477461517898
101307,3.0477461517898
101400,-0.408376620957529
101401,-3.69701811319614
101402,0.801811846449907
101404,1.50677522744089
101406,1.50677522744089
101407,0.801811846449907
101408,-3.69701811319614
101702,-3.69701811319614
101703,-1.90416852211585
101704,-1.44821061709317
102300,0.607128764507047
102301,3.02145195667691
102302,1.73248748240304
102303,2.61165091145074
102304,3.47571379592587
102305,2.45621044736075
102306,1.07508405381074
102307,2.45621044736075
102308,1.5878420002658
102309,0.21752637712103
102310,-1.19261922115531
102400,0.924739669362456
102402,0.0697430185956563
102403,-0.557393781768673
102406,-2.98250567853782
102407,-1.25802265588554
102408,0.558315381096789
102409,-2.58253561177087
102410,-0.596721367050467
102411,-3.26269938290808
102412,0.223484430587472
102413,-1.10418659689511
102414,-0.173388656983644
102415,1.01977783286285
102416,-0.189553691428512
102701,-3.72454464475269
102705,-0.521421559499098
103300,2.78590959553747
103301,0.776351859705429
103302,2.78590959553747
103303,2.78590959553747
103304,2.78590959553747
103305,3.32518420742433
103306,2.09597736347336
103307,3.32518420742433
103308,0.776351859705429
103309,-1.69358076232103
103311,3.02867627554294
103312,2.09597736347336
103400,-1.69358076232103
103401,-1.69358076232103
103403,3.02867627554294
103404,-2.64666378539272
103405,-1.27276049833967
103406,-3.41259355362769
103407,-1.99125148557813
103409,-1.09865576148326
103410,0.268444853994463
103411,-1.69358076232103
103413,-1.99125148557813
103414,-1.27276049833967
103704,-2.23688501678996
103705,-2.19932135366392
103707,-0.0549533306679002
104300,-1.31909811060389
104301,3.1762710252392
104302,0.769626459510767
104303,1.88665308790321
104304,3.14953814558238
104305,-1.7768347857617
104306,0.0457785206401427
104307,-0.277852267221791
104308,1.3439123019485
104309,1.95899968154497
104311,1.05704423670443
104313,4.41504130193205
104314,1.59990785337222
104315,-0.263396476430028
104316,1.27694441378395
104317,3.35372828656643
104319,0.339380848709926
104321,-0.277852267221791
104322,1.02282139083972
104400,-2.34463524067394
104401,-0.201282392414244
104402,-1.15787430495547
104403,-1.49402924524791
104404,-1.49402924524791
104405,-2.39324105436808
104407,-1.49402924524791
104408,-2.39324105436808
104409,-2.39273504416643
104410,-2.39324105436808
104411,-2.39324105436808
104413,-1.954465279465
104414,-1.49402924524791
104415,-1.954465279465
104416,0.830303158119895
104701,0.803342913055767
105300,3.46851874281416
105301,3.46851874281416
105302,3.46851874281416
105303,2.89479185552049
105304,1.57864903568005
105305,0.0599658609290102
105306,1.34826320123591
105307,4.10320176048992
105308,3.45167224669569
105309,5.5078201747703
105310,1.05322105216186
105311,1.93806354000132
105312,1.56351673680026
105313,3.46851874281416
105314,0.398276492178979
105315,-0.511755081118882
105317,-0.511755081118882
105318,1.22594886879383
105319,3.46851874281416
105321,1.57864903568005
105322,4.81784609723374
105323,2.89479185552049
105324,0.686579788718833
105325,3.46851874281416
105326,0.902992142261699
105400,-1.38415375349568
105401,-3.26979533259465
105402,-2.03021462348991
105405,-2.09757081735167
105407,-3.85858603504818
105409,0.301939191693218
105410,0.301939191693218
105411,-1.47462250898479
105413,-1.47462250898479
105414,-1.47462250898479
105415,-2.05483041208559
105416,-2.05483041208559
105417,-2.05483041208559
105419,-2.05483041208559
105422,-2.05483041208559
105425,-0.626408037684785
105427,-2.66950318795643
105428,0.579056837494108
105430,-2.66950318795643
105431,0.235479639376599
105432,-2.66950318795643
105433,-1.67645930742979
105434,0.00841007090314673
105435,0.903408068246096
105436,-1.30118909981931
105437,-2.05483041208559
105439,-0.511755081118882
105440,-1.89106123920179
105441,0.744062201102691
105442,-1.89106123920179
105443,1.88666230462471
105444,1.88666230462471
105445,-0.998861899057929
105446,-0.998861899057929
105447,-2.42912731995154
105448,-0.311176107260619
105449,-0.998861899057929
105450,0.972428931217038
105451,-1.52641633262354
105452,-0.413402035515256
105453,1.18582846992539
105454,-0.413402035515256
105455,0.301161368025095
105456,1.53304256456085
105457,-1.98145761235759
105458,-1.98145761235759
105459,0.00841007090314673
105460,1.64038369929488
105461,0.00841007090314673
105462,-1.67645930742979
105463,1.98945758819436
105464,0.744062201102691
105465,-1.67645930742979
105466,-1.67645930742979
105467,-0.190222009660711
105468,-1.04255245629029
105469,0.798575191249027
105470,-2.99557869715342
105471,1.13746710758413
105472,-0.574105727262706
105473,1.51479384388549
105474,1.13746710758413
105475,0.121687352899416
105476,-2.10978245435333
105477,-0.584736979894114
105478,0.982677872741085
105479,0.320254984007217
105480,2.4491264494787
105481,-0.727714321209324
105482,-1.52641633262354
105483,-1.52641633262354
105484,0.22530754588897
105485,0.168762309504693
105486,-0.311176107260619
105487,-0.998861899057929
105488,-1.52641633262354
105489,0.579056837494108
105490,-1.67645930742979
105491,-0.413402035515256
105492,-0.413402035515256
105493,-1.52641633262354
105496,-0.998861899057929
105497,-1.52641633262354
105498,-1.52641633262354
105499,-3.26979533259465
105500,-0.782696275472831
105501,0.791417250646374
105503,-1.47462250898479
105504,-0.998861899057929
105505,-0.0853890626921348
105506,-0.0853890626921348
105507,1.0801374513115
105508,-1.89106123920179
105509,0.151832411029314
105510,1.0801374513115
105511,-0.00342148101835894
105700,-0.539383126825805
105701,-1.38415375349568
105702,-3.26979533259465
105722,-2.05483041208559
105723,1.0801374513115
106300,2.33874592886413
106301,0.190450421833794
106302,2.33874592886413
106303,2.33874592886413
106304,0.190450421833794
106305,-0.681880256560124
106306,-2.01051477382734
106307,2.33874592886413
106308,-1.02712424599393
106309,-1.3520541665745
106311,2.33874592886413
106312,-1.02712424599393
106314,2.01012872116228
106319,2.01012872116228
106326,4.55249210184329
106327,3.66867480870985
106328,-1.51892927597901
106329,3.25291507135331
106330,2.33874592886413
106333,3.25291507135331
106334,2.33874592886413
106336,3.25291507135331
106337,4.06068158269898
106338,3.06453228022125
106400,1.64579636676753
106401,-0.291469892752732
106402,-0.105916471079371
106403,0.236434423806394
106404,-0.96010944205595
106405,-0.96010944205595
106406,-2.27539731899603
106407,-1.34912768872495
106408,-2.27539731899603
106409,-2.27539731899603
106410,-3.07492205727876
106411,-1.79700927410809
106413,-2.70812263769101
106414,-2.70812263769101
106416,-1.88309737005969
106417,-1.64856288005464
106418,-3.48564614291147
106419,-2.28529955516947
106420,-1.64856288005464
106421,-2.27539731899603
106422,-1.18901149765619
106711,-1.67427247622667
106728,2.99234610303554
106729,-2.28529955516947
106736,-0.809474356444036
107300,3.44840984040521
107301,1.6032061206372
107302,3.44840984040521
107303,1.6032061206372
107304,0.423048113105689
107305,2.69512452686753
107307,2.44791615749649
107308,2.44791615749649
107309,2.85652837687015
107311,3.56642745500965
107312,-0.800253019484778
107313,2.69512452686753
107314,-2.0538293394795
107315,2.21935175284793
107316,1.05395502669166
107317,4.06068158269898
107318,-0.0767291014107719
107319,2.37997858136355
107320,-3.17381894076771
107321,3.80561206262773
107322,2.79101754951351
107323,2.99964186154446
107324,2.99964186154446
107325,-0.56440840542258
107326,0.0998040219473762
107327,-3.28966357666685
107328,0.0102177657702253
107329,3.27103230064405
107351,1.53188419105174
107352,0.0998040219473762
107353,1.02275591203511
107354,3.06453228022125
107355,2.48895293953742
107356,2.44791615749649
107357,-2.23375087584538
107400,-0.532677948078583
107401,-2.70812263769101
107402,-0.41835018828668
107404,-0.0695589925051777
107405,-1.7315771948915
107406,-1.7315771948915
107407,-0.0695589925051777
107408,-1.7315771948915
107409,-1.7315771948915
107410,-1.7315771948915
107412,-1.88309737005969
107414,1.07478022537327
107415,-1.54189842109339
107416,3.89077757424652
107417,-2.86471248606252
107419,-0.1233737381406
107421,-1.7315771948915
107422,-2.79955119019019
107425,-2.79955119019019
107426,-2.70812263769101
107427,-1.34912768872495
107428,-2.9445757585876
107429,-1.7315771948915
107430,-1.26536599300616
107431,-1.54189842109339
107433,-2.9445757585876
107434,2.26514153223891
107435,-2.9445757585876
107702,-1.40864656563703
107703,0.0998040219473762
107712,0.246868599205122
107713,-2.59073806486291
107725,-0.56440840542258
107727,-3.28966357666685
107729,-1.16631595604947
107756,-1.86108625334312
107758,-1.26536599300616
108300,2.69512452686753
108301,-1.15659307237314
108302,1.88845053933533
108303,2.14166941266714
108304,4.01423331912953
108305,2.45400052425986
108306,3.13854303655854
108307,3.13854303655854
108308,1.62360675018052
108309,2.91073269135808
108310,1.03048335345437
108311,2.69512452686753
108312,2.45400052425986
108401,-1.96106749636957
108402,-1.96106749636957
108403,-1.96106749636957
108404,-1.79053848273603
108405,-2.03417104928134
108406,-2.75056986514649
108407,-0.731002689595721
108409,-2.74047809360422
108410,-0.257766145917718
108411,-1.40163180456203
108700,-1.96106749636957
108703,-2.15360831514032
108707,-3.60273826229933
108709,-2.74047809360422
108712,-2.22553248852906
109300,2.05202521760444
109301,1.33294764607284
109302,2.09796594838141
109303,1.33294764607284
