cod_estab,nombre,tipo,comuna,cod_comuna,region,servicio_salud,zona,inscritos_60,bajo_control_65,deteccion,ef_registro,deficit,score,prioridad,lat,lon
121350,Centro de Salud Familiar Labranza,Centro de Salud Familiar (CESFAM),Temuco,09101,La Araucanía,Servicio de Salud Araucanía Sur,,4737,5,0.0150788624506167,0.405,0,0,Baja,-38.76311,-72.75345
121657,Centro de Salud Familiar Metodista (D),Centro de Salud Familiar (CESFAM),Temuco,09101,La Araucanía,Servicio de Salud Araucanía Sur,,6680,33,0.0705731394354149,1.766,0,0,Baja,-38.73729,-72.62246
121788,Centro Comunitario de Salud Familiar Las Quilas,Centro Comunitario de Salud Familiar (CECOSF),Temuco,09101,La Araucanía,Servicio de Salud Araucanía Sur,,1033,0,,3.96,0,0,Baja,-38.74812,-72.60681
200183,Centro de Salud Familiar El Carmen,Centro de Salud Familiar (CESFAM),Temuco,09101,La Araucanía,Servicio de Salud Araucanía Sur,,3185,5,0.0224265530387979,1.052,0,0,Baja,-38.71274,-72.65496
121328,Centro de Salud Familiar Trovolhue,Centro de Salud Familiar (CESFAM),Carahue,09102,La Araucanía,Servicio de Salud Araucanía Sur,rural,1967,5,0.0363134577674486,3.147,0,0,Baja,-38.62921,-73.314
121506,Posta de Salud Rural Tranapuente,Posta de Salud Rural (PSR),Carahue,09102,La Araucanía,Servicio de Salud Araucanía Sur,rural,172,2,,0.384,0,0,Baja,-38.69685,-73.3521
121507,Posta de Salud Rural La Cabaña,Posta de Salud Rural (PSR),Carahue,09102,La Araucanía,Servicio de Salud Araucanía Sur,rural,40,0,,1.883,0,0,Baja,-38.496,-73.2371
121509,Posta de Salud Rural Santa Celia,Posta de Salud Rural (PSR),Carahue,09102,La Araucanía,Servicio de Salud Araucanía Sur,rural,207,0,,1.883,0,0,Baja,-38.61032,-73.19505
121512,Posta de Salud Rural Coi Coi,Posta de Salud Rural (PSR),Carahue,09102,La Araucanía,Servicio de Salud Araucanía Sur,rural,52,1,,0.042,0,0,Baja,-38.62543,-73.48034
121514,Posta de Salud Rural El Manzano (Carahue),Posta de Salud Rural (PSR),Carahue,09102,La Araucanía,Servicio de Salud Araucanía Sur,rural,191,0,,1.883,0,0,Baja,-38.599,-73.14396
121516,Posta de Salud Rural Catripulli ( Carahue),Posta de Salud Rural (PSR),Carahue,09102,La Araucanía,Servicio de Salud Araucanía Sur,rural,195,1,,3.147,0,0,Baja,-38.813892,-73.135271
121517,Posta de Salud Rural Matte y Sánchez,Posta de Salud Rural (PSR),Carahue,09102,La Araucanía,Servicio de Salud Araucanía Sur,rural,61,0,,1.232,0,0,Baja,-38.5306,-73.37063
121520,Posta de Salud Rural Nehuentué,Posta de Salud Rural (PSR),Carahue,09102,La Araucanía,Servicio de Salud Araucanía Sur,rural,286,2,,0.384,0,0,Baja,-38.74518,-73.41073
200382,Centro Comunitario de Salud Familiar Carahue,Centro Comunitario de Salud Familiar (CECOSF),Carahue,09102,La Araucanía,Servicio de Salud Araucanía Sur,rural,1143,0,,3.147,0,0,Baja,-38.71546,-73.16711
121326,Centro de Salud Familiar Andrés Sandoval Calderón,Centro de Salud Familiar (CESFAM),Cunco,09103,La Araucanía,Servicio de Salud Araucanía Sur,rural,1566,14,0.127713920817369,1.708,0,0,Baja,-38.98644,-72.24732
121492,Posta de Salud Rural Villa García,Posta de Salud Rural (PSR),Cunco,09103,La Araucanía,Servicio de Salud Araucanía Sur,rural,261,0,,0.53,0,0,Baja,-38.90106,-71.91998
121493,Posta de Salud Rural Leufuche,Posta de Salud Rural (PSR),Cunco,09103,La Araucanía,Servicio de Salud Araucanía Sur,rural,151,0,,0.207,0,0,Baja,-38.95887,-72.11408
121494,Posta de Salud Rural Quecheregue,Posta de Salud Rural (PSR),Cunco,09103,La Araucanía,Servicio de Salud Araucanía Sur,rural,259,0,,0.53,0,0,Baja,-38.99723,-72.04485
121596,Posta de Salud Rural La Esperanza,Posta de Salud Rural (PSR),Cunco,09103,La Araucanía,Servicio de Salud Araucanía Sur,rural,141,1,,0.207,0,0,Baja,-39.07479,-72.08632
200383,Centro Comunitario de Salud Familiar Las Villas,Centro Comunitario de Salud Familiar (CECOSF),Cunco,09103,La Araucanía,Servicio de Salud Araucanía Sur,rural,550,0,,2.342,0,0,Baja,-38.94465,-72.03505
121313,Consultorio  Curarrehue,Consultorio General Rural (CGR),Curarrehue,09104,La Araucanía,Servicio de Salud Araucanía Sur,rural,1244,0,,3.835,0,0,Baja,-39.36619,-71.58278
121304,Centro de Salud Familiar Freire,Centro de Salud Familiar (CESFAM),Freire,09105,La Araucanía,Servicio de Salud Araucanía Sur,rural,2462,13,0.0754322850179877,5.608,0,0,Baja,-38.95382,-72.62822
121337,Centro de Salud Familiar Quepe,Centro de Salud Familiar (CESFAM),Freire,09105,La Araucanía,Servicio de Salud Araucanía Sur,rural,1556,1,,1.083,0,0,Baja,-38.868007,-72.6152
121562,Posta de Salud Rural Radal,Posta de Salud Rural (PSR),Freire,09105,La Araucanía,Servicio de Salud Araucanía Sur,rural,378,0,,1.083,0,0,Baja,-38.98578,-72.38653
121416,Posta de Salud Rural La Piedra,Posta de Salud Rural (PSR),Galvarino,09106,La Araucanía,Servicio de Salud Araucanía Sur,rural,199,0,,1.421,0,0,Baja,-38.399302,-72.846846
121478,Posta de Salud Rural Rapa - Mañiuco,Posta de Salud Rural (PSR),Galvarino,09106,La Araucanía,Servicio de Salud Araucanía Sur,rural,107,0,,1.421,0,0,Baja,-38.53111,-72.70312
121480,Posta de Salud Rural Ailinco,Posta de Salud Rural (PSR),Galvarino,09106,La Araucanía,Servicio de Salud Araucanía Sur,rural,158,2,,0.959,0,0,Baja,-38.471,-72.85337
121482,Posta de Salud Rural Fortín Ñielol,Posta de Salud Rural (PSR),Galvarino,09106,La Araucanía,Servicio de Salud Araucanía Sur,rural,257,0,,3.3,0,0,Baja,-38.468184,-72.700636
121483,Posta de Salud Rural Santa Carolina,Posta de Salud Rural (PSR),Galvarino,09106,La Araucanía,Servicio de Salud Araucanía Sur,rural,255,0,,0.959,0,0,Baja,-38.52066,-72.79812
121484,Posta de Salud Rural Rucatraro,Posta de Salud Rural (PSR),Galvarino,09106,La Araucanía,Servicio de Salud Araucanía Sur,rural,489,1,,2.066,0,0,Baja,-38.40287,-72.97929
121542,Centro de Salud Rural Lastarria,Consultorio General Rural (CGR),Gorbea,09107,La Araucanía,Servicio de Salud Araucanía Sur,mixto,995,0,,2.741,0,0,Baja,-39.23682,-72.67628
121543,Posta de Salud Rural Quitratúe,Posta de Salud Rural (PSR),Gorbea,09107,La Araucanía,Servicio de Salud Araucanía Sur,mixto,652,1,,3.343,0,0,Baja,-39.15532,-72.65981
121585,Posta de Salud Rural Liuco (Gorbea),Posta de Salud Rural (PSR),Gorbea,09107,La Araucanía,Servicio de Salud Araucanía Sur,mixto,251,2,,0.206,0,0,Baja,-39.20536,-72.58409
121346,Centro de Salud Familiar Lautaro,Centro de Salud Familiar (CESFAM),Lautaro,09108,La Araucanía,Servicio de Salud Araucanía Sur,mixto,5046,2,,2.743,0,0,Baja,-38.53729,-72.43965
121468,Posta de Salud Rural Coihueco (Lautaro),Posta de Salud Rural (PSR),Lautaro,09108,La Araucanía,Servicio de Salud Araucanía Sur,mixto,318,1,,1.293,0,0,Baja,-38.49968,-72.58144
121471,Posta de Salud Rural Dollinco (Lautaro),Posta de Salud Rural (PSR),Lautaro,09108,La Araucanía,Servicio de Salud Araucanía Sur,mixto,515,1,,1.293,0,0,Baja,-38.52332,-72.28303
121474,Posta de Salud Rural Blanco Lepín,Posta de Salud Rural (PSR),Lautaro,09108,La Araucanía,Servicio de Salud Araucanía Sur,mixto,278,0,,1.669,0,0,Baja,-38.611717,-72.377365
121475,Posta de Salud Rural Ñereco,Posta de Salud Rural (PSR),Lautaro,09108,La Araucanía,Servicio de Salud Araucanía Sur,mixto,225,0,,0.632,0,0,Baja,-38.49262,-72.32959
121590,Posta de Salud Rural El Escudo,Posta de Salud Rural (PSR),Lautaro,09108,La Araucanía,Servicio de Salud Araucanía Sur,mixto,173,0,,0.632,0,0,Baja,-38.56446,-72.08726
121594,Posta de Salud Rural Santa Rosa,Posta de Salud Rural (PSR),Lautaro,09108,La Araucanía,Servicio de Salud Araucanía Sur,mixto,257,3,,0.954,0,0,Baja,-38.47012,-72.24287
121547,Consultorio Huiscapi,Consultorio General Rural (CGR),Loncoche,09109,La Araucanía,Servicio de Salud Araucanía Sur,mixto,1054,0,,3.475,0,0,Baja,-39.29655,-72.40626
121548,Posta de Salud Rural La Paz,Posta de Salud Rural (PSR),Loncoche,09109,La Araucanía,Servicio de Salud Araucanía Sur,mixto,499,0,,3.475,0,0,Baja,-39.408275,-72.71179
121549,Posta de Salud Rural Pulmahue,Posta de Salud Rural (PSR),Loncoche,09109,La Araucanía,Servicio de Salud Araucanía Sur,mixto,1638,0,,1.635,0,0,Baja,-39.41369,-72.45175
121556,Posta de Salud Rural Manhue,Posta de Salud Rural (PSR),Loncoche,09109,La Araucanía,Servicio de Salud Araucanía Sur,mixto,145,0,,0.133,0,0,Baja,-39.218092,-72.395243
121311,Centro de Salud Familiar Melipeuco,Centro de Salud Familiar (CESFAM),Melipeuco,09110,La Araucanía,Servicio de Salud Araucanía Sur,rural,1208,4,,0.501,0,0,Baja,-38.85498,-71.69824
121570,Posta de Salud Rural Santa María Llaima,Posta de Salud Rural (PSR),Melipeuco,09110,La Araucanía,Servicio de Salud Araucanía Sur,rural,350,8,0.326530612244898,1.861,0,0,Baja,-38.883859,-71.754691
121339,Centro de Salud Intercultural Boroa Filulawen (D),Consultorio General Rural (CGR),Nueva Imperial,09111,La Araucanía,Servicio de Salud Araucanía Sur,rural,0,5,,2.462,0,0,Baja,-38.83727,-72.88934
121341,Centro de Salud Familiar Nueva Imperial,Centro de Salud Familiar (CESFAM),Nueva Imperial,09111,La Araucanía,Servicio de Salud Araucanía Sur,rural,7963,9,0.0161461043038338,5.715,0,0,Baja,-38.74447,-72.95475
121308,Centro de Salud Familiar Padre Las Casas,Centro de Salud Familiar (CESFAM),Padre Las Casas,09112,La Araucanía,Servicio de Salud Araucanía Sur,rural,3343,0,,4.853,0,0,Baja,-38.76102,-72.59332
121336,Centro de Salud Familiar Las Colinas,Centro de Salud Familiar (CESFAM),Padre Las Casas,09112,La Araucanía,Servicio de Salud Araucanía Sur,rural,2356,3,,0.238,0,0,Baja,-38.7658,-72.60783
200207,Centro de Salud Familiar Conun Huenu,Centro de Salud Familiar (CESFAM),Padre Las Casas,09112,La Araucanía,Servicio de Salud Araucanía Sur,rural,3922,0,,4.853,0,0,Baja,-38.77423,-72.59746
121323,Centro de Salud Familiar  Perquenco,Centro de Salud Familiar (CESFAM),Perquenco,09113,La Araucanía,Servicio de Salud Araucanía Sur,rural,1444,2,,3.684,0,0,Baja,-38.41834,-72.37236
121353,Centro de Salud Familiar Pitrufquén,Centro de Salud Familiar (CESFAM),Pitrufquén,09114,La Araucanía,Servicio de Salud Araucanía Sur,mixto,4044,0,,5.109,0,0,Baja,-38.99161,-72.64117
121490,Posta de Salud Rural Polul Coicoma,Posta de Salud Rural (PSR),Pitrufquén,09114,La Araucanía,Servicio de Salud Araucanía Sur,mixto,137,0,,0.527,0,0,Baja,-39.17362,-72.41938
121786,Centro Comunitario de Salud Familiar Ultraestación,Centro Comunitario de Salud Familiar (CECOSF),Pitrufquén,09114,La Araucanía,Servicio de Salud Araucanía Sur,mixto,699,4,,1.417,0,0,Baja,-38.98022,-72.64551
121355,Centro de Salud Familiar Rural Pucón,Centro de Salud Familiar (CESFAM),Pucón,09115,La Araucanía,Servicio de Salud Araucanía Sur,mixto,3939,10,0.0362673630000363,5.34,0,0,Baja,-39.28072,-71.96077
121464,Posta de Salud Rural El Temo,Posta de Salud Rural (PSR),Saavedra,09116,La Araucanía,Servicio de Salud Araucanía Sur,rural,264,0,,0.326,0,0,Baja,-38.845,-73.23472
121505,Posta de Salud Rural Pto. Domínguez,Posta de Salud Rural (PSR),Saavedra,09116,La Araucanía,Servicio de Salud Araucanía Sur,rural,620,0,,4.673,0,0,Baja,-38.89849,-73.25066
121522,Posta de Salud Rural Quifo,Posta de Salud Rural (PSR),Saavedra,09116,La Araucanía,Servicio de Salud Araucanía Sur,rural,207,0,,0.326,0,0,Baja,-38.75357,-73.29887
121523,Posta de Salud Rural Ranco,Posta de Salud Rural (PSR),Saavedra,09116,La Araucanía,Servicio de Salud Araucanía Sur,rural,296,0,,0.326,0,0,Baja,-38.699987,-73.31655
121524,Posta de Salud Rural Perquiñán,Posta de Salud Rural (PSR),Saavedra,09116,La Araucanía,Servicio de Salud Araucanía Sur,rural,195,0,,1.079,0,0,Baja,-38.801773,-73.295135
121525,Posta de Salud Rural Romopulli,Posta de Salud Rural (PSR),Saavedra,09116,La Araucanía,Servicio de Salud Araucanía Sur,rural,155,1,,1.079,0,0,Baja,-38.82613,-73.30706
121312,Centro de Salud Familiar Teodoro Schmidt,Centro de Salud Familiar (CESFAM),Teodoro Schmidt,09117,La Araucanía,Servicio de Salud Araucanía Sur,rural,1724,0,,2.472,0,0,Baja,-38.99639,-73.08885
121349,Centro de Salud Familiar Hualpín,Centro de Salud Familiar (CESFAM),Teodoro Schmidt,09117,La Araucanía,Servicio de Salud Araucanía Sur,rural,1243,5,0.0574646592345707,2.146,0,0,Baja,-39.08888,-73.17985
121536,Posta de Salud Rural Queule,Posta de Salud Rural (PSR),Toltén,09118,La Araucanía,Servicio de Salud Araucanía Sur,rural,749,0,,2.486,0,0,Baja,-39.395105,-73.194817
121537,Posta de Salud Rural Villa Boldos,Posta de Salud Rural (PSR),Toltén,09118,La Araucanía,Servicio de Salud Araucanía Sur,rural,402,0,,2.115,0,0,Baja,-39.155473,-73.097214
121540,Posta de Salud Rural Pocoyan,Posta de Salud Rural (PSR),Toltén,09118,La Araucanía,Servicio de Salud Araucanía Sur,rural,361,1,,2.115,0,0,Baja,-39.04314,-73.08442
121456,Centro de Salud Familiar de Cajón,Centro de Salud Familiar (CESFAM),Vilcún,09119,La Araucanía,Servicio de Salud Araucanía Sur,rural,2125,4,,3.155,0,0,Baja,-38.68004,-72.50285
121485,Centro Comunitario de Salud Familiar Cherquenco,Centro Comunitario de Salud Familiar (CECOSF),Vilcún,09119,La Araucanía,Servicio de Salud Araucanía Sur,rural,650,0,,1.893,0,0,Baja,-38.68633,-72.00333
121486,Posta de Salud Rural San Patricio,Posta de Salud Rural (PSR),Vilcún,09119,La Araucanía,Servicio de Salud Araucanía Sur,rural,442,0,,0.052,0,0,Baja,-38.65818,-72.1153
121487,Posta de Salud Rural General López,Posta de Salud Rural (PSR),Vilcún,09119,La Araucanía,Servicio de Salud Araucanía Sur,rural,478,1,,0.394,0,0,Baja,-38.69292,-72.36666
121489,Posta de Salud Rural Quintrilpe,Posta de Salud Rural (PSR),Vilcún,09119,La Araucanía,Servicio de Salud Araucanía Sur,rural,304,0,,0.394,0,0,Baja,-38.65431,-72.38676
121334,Centro de Salud Familiar Villarrica,Centro de Salud Familiar (CESFAM),Villarrica,09120,La Araucanía,Servicio de Salud Araucanía Sur,mixto,6524,1,,3.367,0,0,Baja,-39.2941,-72.22014
121348,Centro de Salud Familiar Lican Ray,Centro de Salud Familiar (CESFAM),Villarrica,09120,La Araucanía,Servicio de Salud Araucanía Sur,mixto,2046,0,,0.966,0,0,Baja,-39.489277,-72.15444
121354,Centro de Salud Familiar Los Volcanes,Centro de Salud Familiar (CESFAM),Villarrica,09120,La Araucanía,Servicio de Salud Araucanía Sur,mixto,4636,2,,2.321,0,0,Baja,-39.30322,-72.22571
121327,Centro de Salud Familiar Chol Chol,Centro de Salud Familiar (CESFAM),Cholchol,09121,La Araucanía,Servicio de Salud Araucanía Sur,rural,2460,25,0.145180023228804,4.866,0,0,Baja,-38.60708,-72.84259
129301,Centro de Salud Familiar Huequén,Centro de Salud Familiar (CESFAM),Angol,09201,La Araucanía,Servicio de Salud Araucanía Norte,urbano,2849,9,0.045128616557188,2.772,0,0,Baja,-37.81883,-72.67326
129303,Centro de Salud Familiar Alemania de Angol,Centro de Salud Familiar (CESFAM),Angol,09201,La Araucanía,Servicio de Salud Araucanía Norte,urbano,4780,1,,1.296,0,0,Baja,-37.81059,-72.69327
129304,Centro de Salud Familiar Piedra del Águila,Centro de Salud Familiar (CESFAM),Angol,09201,La Araucanía,Servicio de Salud Araucanía Norte,urbano,4154,32,0.110048834170163,4.431,0,0,Baja,-37.79598,-72.70494
129410,Posta de Salud Rural Maica,Posta de Salud Rural (PSR),Collipulli,09202,La Araucanía,Servicio de Salud Araucanía Norte,mixto,106,0,,1.655,0,0,Baja,-37.89469,-72.25257
129411,Posta de Salud Rural Mininco,Posta de Salud Rural (PSR),Collipulli,09202,La Araucanía,Servicio de Salud Araucanía Norte,mixto,1289,0,,1.655,0,0,Baja,-37.79569,-72.47252
200270,Centro Comunitario de Salud Familiar Santa Mónica,Centro Comunitario de Salud Familiar (CECOSF),Collipulli,09202,La Araucanía,Servicio de Salud Araucanía Norte,mixto,769,1,,2.477,0,0,Baja,-37.94851,-72.446
129441,Posta de Salud Rural Malalcahuello,Posta de Salud Rural (PSR),Curacautín,09203,La Araucanía,Servicio de Salud Araucanía Norte,mixto,321,0,,1.207,0,0,Baja,-38.47497,-71.58215
129442,Posta de Salud Rural Río Blanco (Curacautín),Posta de Salud Rural (PSR),Curacautín,09203,La Araucanía,Servicio de Salud Araucanía Norte,mixto,51,0,,1.207,0,0,Baja,-38.48628,-71.72659
129443,Posta de Salud Rural La Tepa,Posta de Salud Rural (PSR),Curacautín,09203,La Araucanía,Servicio de Salud Araucanía Norte,mixto,118,0,,0.741,0,0,Baja,-38.50738,-71.82475
129444,Posta de Salud Rural Santa Ana,Posta de Salud Rural (PSR),Curacautín,09203,La Araucanía,Servicio de Salud Araucanía Norte,mixto,124,0,,1.207,0,0,Baja,-38.47129,-72.0331
129445,Posta de Salud Rural Radalco,Posta de Salud Rural (PSR),Curacautín,09203,La Araucanía,Servicio de Salud Araucanía Norte,mixto,66,2,,0.017,0,0,Baja,-38.373,-71.95952
129446,Posta de Salud Rural Rariruca,Posta de Salud Rural (PSR),Curacautín,09203,La Araucanía,Servicio de Salud Araucanía Norte,mixto,44,2,,0.359,0,0,Baja,-38.42829,-72.00895
129447,Posta de Salud Rural Manzanar ( Curacautín ),Posta de Salud Rural (PSR),Curacautín,09203,La Araucanía,Servicio de Salud Araucanía Norte,mixto,94,0,,0.359,0,0,Baja,-38.466115,-71.698397
129588,Posta de Salud Rural Santa Julia,Posta de Salud Rural (PSR),Curacautín,09203,La Araucanía,Servicio de Salud Araucanía Norte,mixto,98,0,,0.359,0,0,Baja,-38.48147,-71.98348
129302,Consultorio  Ercilla,Consultorio General Rural (CGR),Ercilla,09204,La Araucanía,Servicio de Salud Araucanía Norte,rural,1502,4,,4.76,0,0,Baja,-38.06389,-72.37437
129415,Posta de Salud Rural Chequenco,Posta de Salud Rural (PSR),Ercilla,09204,La Araucanía,Servicio de Salud Araucanía Norte,rural,2,0,,0.133,0,0,Baja,-38.010705,-72.501623
129432,Centro Comunitario de Salud Familiar Pailahueque,Centro Comunitario de Salud Familiar (CECOSF),Ercilla,09204,La Araucanía,Servicio de Salud Araucanía Norte,rural,271,0,,0.62,0,0,Baja,-38.13468,-72.31926
129451,Posta de Salud Rural Icalma,Posta de Salud Rural (PSR),Lonquimay,09205,La Araucanía,Servicio de Salud Araucanía Norte,rural,1081,0,,0.351,0,0,Baja,-38.81402,-71.28119
129452,Posta de Salud Rural Liucura (Lonquimay),Posta de Salud Rural (PSR),Lonquimay,09205,La Araucanía,Servicio de Salud Araucanía Norte,rural,24,1,,1.105,0,0,Baja,-38.64415,-71.08998
129453,Posta de Salud Rural Pedregoso (Lonquimay),Posta de Salud Rural (PSR),Lonquimay,09205,La Araucanía,Servicio de Salud Araucanía Norte,rural,34,0,,0.351,0,0,Baja,-38.53627,-71.25676
129455,Posta de Salud Rural Troyo,Posta de Salud Rural (PSR),Lonquimay,09205,La Araucanía,Servicio de Salud Araucanía Norte,rural,13,3,,1.105,0,0,Baja,-38.25247,-71.30361
129456,Posta de Salud Rural Ranquil,Posta de Salud Rural (PSR),Lonquimay,09205,La Araucanía,Servicio de Salud Araucanía Norte,rural,13,1,,0.351,0,0,Baja,-38.256895,-71.244419
129102,Consultorio  Los Sauces,Consultorio General Rural (CGR),Los Sauces,09206,La Araucanía,Servicio de Salud Araucanía Norte,mixto,1996,17,0.12167191525909,4.057,0,0,Baja,-37.98212,-72.83692
129419,Posta de Salud Rural Santa Rosa (Los Sauces ),Posta de Salud Rural (PSR),Los Sauces,09206,La Araucanía,Servicio de Salud Araucanía Norte,mixto,0,1,,-0.267,0.267,0,Baja,-38.07423,-72.76467
129105,Consultorio Lumaco,Consultorio General Rural (CGR),Lumaco,09207,La Araucanía,Servicio de Salud Araucanía Norte,rural,1168,1,,3.899,0,0,Baja,-38.16727,-72.9024
129705,Centro Comunitario de Salud Familiar Capitán Pastene,Centro Comunitario de Salud Familiar (CECOSF),Lumaco,09207,La Araucanía,Servicio de Salud Araucanía Norte,rural,704,0,,0.872,0,0,Baja,-38.18871,-72.99005
129405,Posta de Salud Rural Coyancahuín,Posta de Salud Rural (PSR),Purén,09208,La Araucanía,Servicio de Salud Araucanía Norte,mixto,187,0,,1.421,0,0,Baja,-37.938568,-73.055413
200535,Centro Comunitario de Salud Familiar Caupolicán,Centro Comunitario de Salud Familiar (CECOSF),Purén,09208,La Araucanía,Servicio de Salud Araucanía Norte,mixto,438,1,,0.531,0,0,Baja,-38.01005,-73.02755
129300,Centro de Salud Familiar Renaico,Centro de Salud Familiar (CESFAM),Renaico,09209,La Araucanía,Servicio de Salud Araucanía Norte,mixto,2358,3,,1.998,0,0,Baja,-37.67299,-72.58068
201844,CECOSF Tijeral,Centro Comunitario de Salud Familiar (CECOSF),Renaico,09209,La Araucanía,Servicio de Salud Araucanía Norte,mixto,0,1,,-1.887,1.887,0,Baja,-37.73292654,-72.61598223
129416,Posta de Salud Rural Aniñir,Posta de Salud Rural (PSR),Traiguén,09210,La Araucanía,Servicio de Salud Araucanía Norte,mixto,106,0,,0.378,0,0,Baja,-38.114456,-72.504672
129417,Posta de Salud Rural Molco,Posta de Salud Rural (PSR),Traiguén,09210,La Araucanía,Servicio de Salud Araucanía Norte,mixto,609,0,,1.418,0,0,Baja,-38.3978,-72.64884
129418,Posta de Salud Rural Quechereguas,Posta de Salud Rural (PSR),Traiguén,09210,La Araucanía,Servicio de Salud Araucanía Norte,mixto,223,1,,0.378,0,0,Baja,-38.135506,-72.59009
129420,Posta de Salud Rural Temulemu,Posta de Salud Rural (PSR),Traiguén,09210,La Araucanía,Servicio de Salud Araucanía Norte,mixto,226,2,,0.378,0,0,Baja,-38.30778,-72.82206
129421,Posta de Salud Rural Quilquén,Posta de Salud Rural (PSR),Traiguén,09210,La Araucanía,Servicio de Salud Araucanía Norte,mixto,143,1,,0.378,0,0,Baja,-38.109209,-72.708508
129586,Posta de Salud Rural Didaico,Posta de Salud Rural (PSR),Traiguén,09210,La Araucanía,Servicio de Salud Araucanía Norte,mixto,65,0,,0.378,0,0,Baja,-38.28333,-72.89339
129318,Centro de Salud Familiar Victoria,Centro de Salud Familiar (CESFAM),Victoria,09211,La Araucanía,Servicio de Salud Araucanía Norte,mixto,7745,0,,4.604,0,0,Baja,-38.23533,-72.33024
129435,Posta de Salud Rural California,Posta de Salud Rural (PSR),Victoria,09211,La Araucanía,Servicio de Salud Araucanía Norte,mixto,74,0,,0.26,0,0,Baja,-38.30027,-72.07961
129718,Centro Comunitario de Salud Familiar Cons. Victoria,Centro Comunitario de Salud Familiar (CECOSF),Victoria,09211,La Araucanía,Servicio de Salud Araucanía Norte,mixto,344,0,,0.26,0,0,Baja,-38.22283,-72.32307
124305,Centro de Salud Familiar Angelmó,Centro de Salud Familiar (CESFAM),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,7380,17,0.0329074719318622,1.828,0,0,Baja,-41.47326,-72.95412
124310,Centro de Salud Familiar Antonio Varas,Centro de Salud Familiar (CESFAM),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,7984,40,0.071571714858288,3.633,0,0,Baja,-41.46122,-72.92951
124315,Centro de Salud Familiar Carmela Carvajal,Centro de Salud Familiar (CESFAM),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,5415,28,0.0738688827331487,0.992,0,0,Baja,-41.46837,-72.91657
124381,Centro de Salud Familiar Padre Hurtado,Centro de Salud Familiar (CESFAM),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,5433,6,0.0157766032973101,1.371,0,0,Baja,-41.47496,-72.98464
124385,Centro de Salud Familiar San Pablo Mirasol (ONG),Centro de Salud Familiar (CESFAM),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,2209,3,,1.371,0,0,Baja,-41.47511,-72.96188
124395,Centro de Salud Familiar Alerce,Centro de Salud Familiar (CESFAM),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,5176,12,0.0331198940163391,3.633,0,0,Baja,-41.39764,-72.90352
124409,Posta de Salud Rural Trapén,Posta de Salud Rural (PSR),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,345,0,,0.653,0,0,Baja,-41.52901,-73.12314
124410,Posta de Salud Rural Panitao,Posta de Salud Rural (PSR),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,657,1,,0.006,0,0,Baja,-41.57239,-73.09358
124541,Posta de Salud Rural Huelmo,Posta de Salud Rural (PSR),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,165,3,,0.006,0,0,Baja,-41.673588,-73.062598
124544,Posta de Salud Rural Piedra Azul,Posta de Salud Rural (PSR),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,270,3,,0.653,0,0,Baja,-41.50826,-72.78969
124710,Centro Comunitario de Salud Familiar Licarayen,Centro Comunitario de Salud Familiar (CECOSF),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,1165,0,,1.828,0,0,Baja,-41.45709,-72.92999
124715,Centro Comunitario de Salud Familiar Chamiza,Centro Comunitario de Salud Familiar (CECOSF),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,691,2,,1.371,0,0,Baja,-41.48391,-72.85415
200292,Centro Comunitario de Salud Familiar Puerta Sur,Centro Comunitario de Salud Familiar (CECOSF),Puerto Montt,10101,Los Lagos,Servicio de Salud Del Reloncaví,,845,3,,0.653,0,0,Baja,-41.46187,-72.99606
124396,Centro de Salud Familiar Calbuco,Centro de Salud Familiar (CESFAM),Calbuco,10102,Los Lagos,Servicio de Salud Del Reloncaví,rural,4670,1,,4.138,0,0,Baja,-41.7697,-73.12936
124448,Posta de Salud Rural Pargua,Posta de Salud Rural (PSR),Calbuco,10102,Los Lagos,Servicio de Salud Del Reloncaví,rural,421,1,,1.605,0,0,Baja,-41.79082,-73.46029
124449,Posta de Salud Rural Putenio,Posta de Salud Rural (PSR),Calbuco,10102,Los Lagos,Servicio de Salud Del Reloncaví,rural,106,0,,0.621,0,0,Baja,-41.66841,-73.13453
124451,Posta de Salud Rural Aguantao,Posta de Salud Rural (PSR),Calbuco,10102,Los Lagos,Servicio de Salud Del Reloncaví,rural,175,3,,1.605,0,0,Baja,-41.77436,-73.28952
124455,Posta de Salud Rural Huar,Posta de Salud Rural (PSR),Calbuco,10102,Los Lagos,Servicio de Salud Del Reloncaví,rural,188,1,,0.945,0,0,Baja,-41.67092,-72.98943
