cod_estab,nombre,tipo,comuna,cod_comuna,region,servicio_salud,zona,inscritos_60,bajo_control_65,deteccion,ef_registro,deficit,score,prioridad,lat,lon
113713,Centro Comunitario de Salud Familiar Ribera del Maipo,Centro Comunitario de Salud Familiar (CECOSF),San Bernardo,13401,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,,606,1,,-4.903,4.903,53.9,Alta,-33.64893,-70.66279
202205,CESFAM Cerro Colorado,Centro de Salud Familiar (CESFAM),Renca,13128,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,,670,0,,-4.798,4.798,53.5,Alta,-33.4021664,-70.7275645
109711,Centro Comunitario de Salud Familiar Sol de Septiembre,Centro Comunitario de Salud Familiar (CECOSF),Lampa,13302,Metropolitana de Santiago,Servicio de Salud Metropolitano Norte,mixto,887,0,,-4.534,4.534,52.8,Alta,-33.30489,-70.85303
113716,Centro Comunitario de Salud Familiar Rapa Nui,Centro Comunitario de Salud Familiar (CECOSF),San Bernardo,13401,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,,1221,1,,-3.9,3.9,47.5,Alta,-33.56323,-70.70594
200304,Centro Comunitario de Salud Familiar Beato Padre Hurtado,Centro Comunitario de Salud Familiar (CECOSF),Quilicura,13125,Metropolitana de Santiago,Servicio de Salud Metropolitano Norte,,433,3,,-4.442,4.442,46.2,Alta,-33.36393,-70.75859
200346,Centro Comunitario de Salud Familiar Buzeta,Centro Comunitario de Salud Familiar (CECOSF),Cerrillos,13102,Metropolitana de Santiago,Servicio de Salud Metropolitano Central,urbano,518,0,,-4.283,4.283,45.9,Alta,-33.477976,-70.689536
107327,Centro de Salud Familiar Las Torres,Centro de Salud Familiar (CESFAM),Viña del Mar,05109,Valparaíso,Servicio de Salud Viña del Mar Quillota,,3013,1,,-3.29,3.29,45.2,Alta,-33.04637,-71.53928
201086,Centro Comunitario de Salud Familiar Juan Pablo II de Rodelillo,Centro Comunitario de Salud Familiar (CECOSF),Valparaíso,05101,Valparaíso,Servicio de Salud Valparaíso San Antonio,,350,0,,-4.478,4.478,45,Alta,-33.062157,-71.563256
110783,Centro Comunitario de Salud Familiar Codigua,Centro Comunitario de Salud Familiar (CECOSF),Melipilla,13501,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,mixto,365,0,,-4.318,4.318,43.7,Alta,-33.76008,-71.32788
115438,Posta de Salud Rural Huemul (Chimbarongo),Posta de Salud Rural (PSR),Chimbarongo,06303,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,151,1,,-3.828,3.828,42.9,Alta,-34.85294,-70.96929
111400,Centro Comunitario de Salud Familiar Rinconada de Maipú,Centro Comunitario de Salud Familiar (CECOSF),Maipú,13119,Metropolitana de Santiago,Servicio de Salud Metropolitano Central,,155,1,,-4.93,4.93,42.7,Alta,-33.51317,-70.82542
114401,Posta de Salud Rural Puntilla,Posta de Salud Rural (PSR),Pirque,13202,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur Oriente,rural,385,0,,-3.195,3.195,42.4,Alta,-33.61969,-70.530209
110470,Posta de Salud Rural Las Mercedes ( María Pinto ),Posta de Salud Rural (PSR),Maria Pinto,13504,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,rural,373,0,,-3.213,3.213,42.4,Alta,-33.48836,-71.18518
102701,Centro Comunitario de Salud Familiar Cerro Esmeralda,Centro Comunitario de Salud Familiar (CECOSF),Iquique,01101,Tarapacá,Servicio de Salud Tarapacá,,675,1,,-3.725,3.725,41.6,Alta,-20.20896,-70.14054
200377,Centro Comunitario de Salud Familiar Las Hortensias,Centro Comunitario de Salud Familiar (CECOSF),San Bernardo,13401,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,,458,6,0.187149095446039,-3.9,3.9,41,Alta,-33.60213,-70.67051
112717,Centro Comunitario de Salud Familiar Dragones de La Reina,Centro Comunitario de Salud Familiar (CECOSF),La Reina,13113,Metropolitana de Santiago,Servicio de Salud Metropolitano Oriente,urbano,5244,0,,-2.783,2.783,40.9,Alta,-33.46059,-70.56223
110781,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,Centro Comunitario de Salud Familiar (CECOSF),Melipilla,13501,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,mixto,245,0,,-4.318,4.318,40.8,Alta,-33.67893,-71.23202
115712,Centro Comunitario de Salud Familiar Guacarhue,Centro Comunitario de Salud Familiar (CECOSF),Quinta de Tilcoco,06114,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,488,0,,-2.905,2.905,40.1,Alta,-34.35577,-71.0163
115475,Posta de Salud Rural Ranguil,Posta de Salud Rural (PSR),Lolol,06304,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,1324,0,,-2.505,2.505,40.1,Alta,-34.832617,-71.698581
110335,Centro de Salud Familiar Cerro Navia,Centro de Salud Familiar (CESFAM),Cerro Navia,13103,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,urbano,6290,10,0.0227117874176698,-2.639,2.639,39.6,Alta,-33.41956,-70.75083
107320,Centro de Salud Familiar La Palma,Centro de Salud Familiar (CESFAM),Quillota,05501,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,1400,1,,-3.174,3.174,39.4,Alta,-32.88484,-71.20739
124450,Centro Comunitario de Salud Familiar Texas,Centro Comunitario de Salud Familiar (CECOSF),Calbuco,10102,Los Lagos,Servicio de Salud Del Reloncaví,rural,738,1,,-2.638,2.638,38.8,Alta,-41.761311,-73.155666
113307,Centro de Salud Familiar Padre Esteban Gumucio Vives,Centro de Salud Familiar (CESFAM),La Granja,13111,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur Oriente,urbano,6597,0,,-2.575,2.575,38.8,Alta,-33.5196,-70.62398
101702,Centro Comunitario de Salud Familiar Dr. Miguel Massa Sassi,Centro Comunitario de Salud Familiar (CECOSF),Arica,15101,Arica Parinacota,Servicio de Salud Arica y Parinacota,,404,1,,-3.697,3.697,38.1,Alta,-18.43587,-70.28904
107727,Centro Comunitario de Salud Familiar Las Palmas,Centro Comunitario de Salud Familiar (CECOSF),Viña del Mar,05109,Valparaíso,Servicio de Salud Viña del Mar Quillota,,844,0,,-3.29,3.29,38,Alta,-33.05885,-71.53753
115321,Centro de Salud Familiar Lo Miranda,Centro de Salud Familiar (CESFAM),Doñihue,06105,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,mixto,2055,0,,-2.905,2.905,38,Alta,-34.19892,-70.88967
112716,Centro Comunitario de Salud Familiar Esperanza Andina,Centro Comunitario de Salud Familiar (CECOSF),Peñalolén,13122,Metropolitana de Santiago,Servicio de Salud Metropolitano Oriente,,58,0,,-5.346,5.346,37.4,Alta,-33.47927,-70.53354
117405,Posta de Salud Rural Capilla Cato,Posta de Salud Rural (PSR),Chillán,16101,Ñuble,Servicio de Salud Ñuble,,629,0,,-3.378,3.378,37.3,Alta,-36.55469,-71.976829
115447,Posta de Salud Rural San José del Carmen,Posta de Salud Rural (PSR),Palmilla,06306,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,2697,0,,-2.107,2.107,37.1,Alta,-34.52297,-71.37203
114406,Posta de Salud Rural San Vicente,Posta de Salud Rural (PSR),Pirque,13202,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur Oriente,rural,166,0,,-3.195,3.195,36.4,Alta,-33.66886,-70.62115
106418,Posta de Salud Rural Cuncumén (San Antonio),Posta de Salud Rural (PSR),San Antonio,05601,Valparaíso,Servicio de Salud Valparaíso San Antonio,urbano,420,1,,-3.486,3.486,36.1,Alta,-33.735169,-71.424172
105702,Centro Comunitario de Salud Familiar Lambert,Centro Comunitario de Salud Familiar (CECOSF),La Serena,04101,Coquimbo,Servicio de Salud Coquimbo,,609,0,,-3.27,3.27,36,Alta,-29.88639,-71.22641
115427,Posta de Salud Rural El Tambo,Posta de Salud Rural (PSR),San Vicente,06117,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,668,0,,-2.461,2.461,35.7,Alta,-34.4759,-70.98062
115703,Centro Comunitario de Salud Familiar Ciudad de Paju,Centro Comunitario de Salud Familiar (CECOSF),Rancagua,06101,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,,694,1,,-3.138,3.138,35.2,Alta,-34.12993,-70.73673
200621,Centro Comunitario de Salud Familiar Coviefi,Centro Comunitario de Salud Familiar (CECOSF),Antofagasta,02101,Antofagasta,Servicio de Salud Antofagasta,,1282,0,,-2.854,2.854,35,Alta,-23.69523,-70.41381
106413,Posta de Salud Rural El Convento,Posta de Salud Rural (PSR),Santo Domingo,05606,Valparaíso,Servicio de Salud Valparaíso San Antonio,rural,311,0,,-2.708,2.708,34.7,Alta,-33.77087,-71.61981
110400,Posta de Salud Rural Aliro Cárcarmo (Lonquén),Posta de Salud Rural (PSR),Talagante,13601,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,mixto,620,0,,-3.109,3.109,34.3,Alta,-33.709767,-70.853969
114321,Centro de Salud Familiar Cardenal Silva Henríquez,Centro de Salud Familiar (CESFAM),Puente Alto,13201,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur Oriente,,5738,12,0.0298760145396604,-2.303,2.303,34.2,Alta,-33.62792,-70.61646
201277,Centro Comunitario de Salud Familiar Cien Águilas,Centro Comunitario de Salud Familiar (CECOSF),Villa Alemana,05804,Valparaíso,Servicio de Salud Viña del Mar Quillota,urbano,1325,1,,-2.766,2.766,34.1,Alta,-33.05218,-71.35969
113412,Posta de Salud Rural Chada,Posta de Salud Rural (PSR),Paine,13404,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,mixto,491,0,,-3.169,3.169,33.7,Alta,-33.90075,-70.66052
105401,Posta de Salud Rural Las Rojas,Posta de Salud Rural (PSR),La Serena,04101,Coquimbo,Servicio de Salud Coquimbo,,357,1,,-3.27,3.27,33,Alta,-29.97742,-71.05845
114403,Posta de Salud Rural Santa Rita,Posta de Salud Rural (PSR),Pirque,13202,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur Oriente,rural,100,0,,-3.195,3.195,32.9,Alta,-33.67207,-70.53228
117410,Posta de Salud Rural Huape,Posta de Salud Rural (PSR),Chillán,16101,Ñuble,Servicio de Salud Ñuble,,290,0,,-3.378,3.378,32.9,Alta,-36.60809,-72.26106
101401,Posta de Salud Rural Poconchile,Posta de Salud Rural (PSR),Arica,15101,Arica Parinacota,Servicio de Salud Arica y Parinacota,,177,0,,-3.697,3.697,32.8,Alta,-18.45246,-70.06734
200335,Centro Comunitario de Salud Familiar La Tortuga,Centro Comunitario de Salud Familiar (CECOSF),Alto Hospicio,01107,Tarapacá,Servicio de Salud Tarapacá,urbano,1282,2,,-2.668,2.668,32.7,Alta,-20.27262,-70.1056
102406,Posta de Salud Rural La Tirana,Posta de Salud Rural (PSR),Pozo Almonte,01401,Tarapacá,Servicio de Salud Tarapacá,mixto,584,0,,-2.983,2.983,32.6,Alta,-20.33562,-69.65496
113304,Centro de Salud Familiar Villa Sur,Centro de Salud Familiar (CESFAM),Pedro Aguirre Cerda,13121,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,urbano,55,0,,-4.725,4.725,32.6,Alta,-33.50158,-70.68072
113717,Centro Comunitario de Salud Familiar Santa Laura,Centro Comunitario de Salud Familiar (CECOSF),El Bosque,13105,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,,940,4,,-2.759,2.759,32.4,Alta,-33.54616,-70.68416
107357,Centro de Salud Familiar Pompeya,Centro de Salud Familiar (CESFAM),Quilpué,05801,Valparaíso,Servicio de Salud Viña del Mar Quillota,,4243,4,,-2.234,2.234,32,Alta,-33.05439,-71.46639
116505,Posta de Salud Rural Lomas de Putagán,Posta de Salud Rural (PSR),Colbún,07402,Maule,Servicio de Salud Del Maule,rural,244,0,,-2.606,2.606,32,Alta,-35.828413,-71.446164
200554,Centro Comunitario de Salud Familiar Las Enredaderas,Centro Comunitario de Salud Familiar (CECOSF),Independencia,13108,Metropolitana de Santiago,Servicio de Salud Metropolitano Norte,urbano,809,0,,-2.783,2.783,32,Alta,-33.40597,-70.67114
115419,Posta de Salud Rural Corcolén,Posta de Salud Rural (PSR),Malloa,06109,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,359,0,,-2.414,2.414,31.7,Alta,-34.40785,-71.001
200216,Centro de Salud Familiar Dra. Maria Cristina Rojas Neumann,Centro de Salud Familiar (CESFAM),Antofagasta,02101,Antofagasta,Servicio de Salud Antofagasta,,3820,1,,-2.237,2.237,31.6,Alta,-23.56979,-70.37694
116530,Posta de Salud Rural Espinalillo,Posta de Salud Rural (PSR),Hualañé,07302,Maule,Servicio de Salud Del Maule,rural,136,0,,-2.865,2.865,31.4,Alta,-34.874316,-71.865613
200052,Centro Comunitario de Salud Familiar Chaimávida,Centro Comunitario de Salud Familiar (CECOSF),Concepción,08101,Biobío,Servicio de Salud Concepción,,608,3,,-2.853,2.853,31.4,Alta,-36.85778,-72.87875
113410,Posta de Salud Rural Rangue,Posta de Salud Rural (PSR),Paine,13404,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,mixto,318,0,,-3.169,3.169,31.3,Alta,-33.85075,-70.94281
101408,Posta de Salud Rural Sobraya,Posta de Salud Rural (PSR),Arica,15101,Arica Parinacota,Servicio de Salud Arica y Parinacota,,127,0,,-3.697,3.697,30.8,Alta,-18.57422,-70.05582
200352,Centro Comunitario de Salud Familiar Carlos Trupp,Centro Comunitario de Salud Familiar (CECOSF),Talca,07101,Maule,Servicio de Salud Del Maule,,529,0,,-2.843,2.843,30.6,Alta,-35.44597,-71.63614
116533,Posta de Salud Rural Santa Rosa (Sagrada Familia),Posta de Salud Rural (PSR),Sagrada Familia,07307,Maule,Servicio de Salud Del Maule,rural,526,0,,-2.189,2.189,30.6,Alta,-35.03982,-71.30535
106414,Posta de Salud Rural San Enrique,Posta de Salud Rural (PSR),Santo Domingo,05606,Valparaíso,Servicio de Salud Valparaíso San Antonio,rural,152,0,,-2.708,2.708,30.4,Alta,-33.908094,-71.715785
115468,Posta de Salud Rural San Pedro de Alcántara,Posta de Salud Rural (PSR),Paredones,06206,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,309,1,,-2.379,2.379,30.4,Alta,-34.7708,-71.83608
200609,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Centro Comunitario de Salud Familiar (CECOSF),Conchalí,13104,Metropolitana de Santiago,Servicio de Salud Metropolitano Norte,urbano,683,10,0.209161263334031,-2.718,2.718,30.4,Alta,-33.3757,-70.6629
109715,Centro Comunitario de Salud Familiar Pucara de Lasana,Centro Comunitario de Salud Familiar (CECOSF),Quilicura,13125,Metropolitana de Santiago,Servicio de Salud Metropolitano Norte,,569,0,,-2.784,2.784,30.3,Alta,-33.37703,-70.72597
120434,Posta de Salud Rural Campamento,Posta de Salud Rural (PSR),Quilaco,08308,Biobío,Servicio de Salud Biobío,rural,61,0,,-3.287,3.287,30.2,Alta,-37.6775,-72.11722
111780,Centro Comunitario de Salud Familiar Europa,Centro Comunitario de Salud Familiar (CECOSF),Maipú,13119,Metropolitana de Santiago,Servicio de Salud Metropolitano Central,,186,0,,-3.347,3.347,30,Alta,-33.53588,-70.77421
110752,Centro Comunitario de Salud Familiar Padre Félix Gutiérrez Donoso,Centro Comunitario de Salud Familiar (CECOSF),Pudahuel,13124,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,,163,0,,-3.428,3.428,30,Alta,-33.46168,-70.75021
115410,Posta de Salud Rural Totihue,Posta de Salud Rural (PSR),Requínoa,06116,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,147,0,,-2.683,2.683,29.9,Alta,-34.33611,-70.7661
200385,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Centro Comunitario de Salud Familiar (CECOSF),Isla de Maipo,13603,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,mixto,287,0,,-3.084,3.084,29.9,Alta,-33.72834,-70.98703
107428,Posta de Salud Rural Pachacamita,Posta de Salud Rural (PSR),Calera,05502,Valparaíso,Servicio de Salud Viña del Mar Quillota,urbano,362,0,,-2.945,2.945,29.8,Alta,-32.818544,-71.175361
116322,Centro de Salud Familiar Dr. Pedro Rivas Pinochet,Centro de Salud Familiar (CESFAM),Pelluhue,07203,Maule,Servicio de Salud Del Maule,rural,1163,2,,-1.868,1.868,29.4,Alta,-35.84645,-72.63561
112707,Centro Comunitario de Salud Familiar Cerro 18,Centro Comunitario de Salud Familiar (CECOSF),Lo Barnechea,13115,Metropolitana de Santiago,Servicio de Salud Metropolitano Oriente,urbano,269,0,,-3.051,3.051,29.3,Alta,-33.3555,-70.50166
110431,Posta de Salud Rural Gacitúa,Posta de Salud Rural (PSR),Isla de Maipo,13603,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,mixto,250,0,,-3.084,3.084,29.2,Alta,-33.732562,-70.90713
124551,Posta de Salud Rural Machil,Posta de Salud Rural (PSR),Calbuco,10102,Los Lagos,Servicio de Salud Del Reloncaví,rural,140,0,,-2.638,2.638,29.1,Alta,-41.77628,-73.06639
121458,Posta de Salud Rural Roble Huacho,Posta de Salud Rural (PSR),Padre Las Casas,09112,La Araucanía,Servicio de Salud Araucanía Sur,rural,615,0,,-2.026,2.026,29,Alta,-38.82481,-72.54394
110475,Posta de Salud Rural Chorombo,Posta de Salud Rural (PSR),Maria Pinto,13504,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,rural,746,0,,-1.963,1.963,28.9,Alta,-33.503619,-71.256737
115701,Centro Comunitario de Salud Familiar Dr. Eduardo de Geyter,Centro Comunitario de Salud Familiar (CECOSF),Rancagua,06101,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,,211,0,,-3.138,3.138,28.8,Alta,-34.19501,-70.74219
120463,Posta de Salud Rural Cañicura,Posta de Salud Rural (PSR),Quilleco,08309,Biobío,Servicio de Salud Biobío,rural,66,0,,-3.067,3.067,28.7,Alta,-37.48622,-71.81804
200264,Centro Comunitario de Salud Familiar Santa Teresa,Centro Comunitario de Salud Familiar (CECOSF),Machalí,06108,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,urbano,953,0,,-2.431,2.431,28.6,Alta,-34.1796,-70.68794
105499,Posta de Salud Rural Lambert,Posta de Salud Rural (PSR),La Serena,04101,Coquimbo,Servicio de Salud Coquimbo,,160,0,,-3.27,3.27,28.5,Alta,-29.84133,-71.11923
121461,Posta de Salud Rural Truf Truf,Posta de Salud Rural (PSR),Padre Las Casas,09112,La Araucanía,Servicio de Salud Araucanía Sur,rural,552,0,,-2.026,2.026,28.5,Alta,-38.74772,-72.5397
107314,Centro de Salud Familiar Lusitania,Centro de Salud Familiar (CESFAM),Viña del Mar,05109,Valparaíso,Servicio de Salud Viña del Mar Quillota,,3215,3,,-2.054,2.054,28.4,Alta,-33.0273,-71.52461
115481,Posta de Salud Rural Olivar Bajo,Posta de Salud Rural (PSR),Olivar,06111,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,mixto,389,0,,-2.781,2.781,28.4,Alta,-34.23218,-70.87625
118726,Centro Comunitario de Salud Familiar Hualqui,Centro Comunitario de Salud Familiar (CECOSF),Hualqui,08105,Biobío,Servicio de Salud Concepción,mixto,584,0,,-2.6,2.6,28.4,Alta,-36.96665,-72.92817
110465,Posta de Salud Rural Santa Emilia,Posta de Salud Rural (PSR),Maria Pinto,13504,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,rural,640,0,,-1.963,1.963,28.3,Alta,-33.46678,-71.10237
107713,Centro Comunitario de Salud Familiar Ex Asentamiento El Melón,Centro Comunitario de Salud Familiar (CECOSF),Nogales,05506,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,575,2,,-2.591,2.591,28.2,Alta,-32.69424,-71.19842
107401,Posta de Salud Rural Quebrada Alvarado,Posta de Salud Rural (PSR),Olmué,05803,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,431,0,,-2.708,2.708,28.2,Alta,-33.05398,-71.10814
116403,Posta de Salud Rural El Manzano ( Teno),Posta de Salud Rural (PSR),Teno,07308,Maule,Servicio de Salud Del Maule,rural,168,0,,-2.469,2.469,28.2,Alta,-34.97237,-70.92763
119709,Centro Comunitario de Salud Familiar Leocán Portus Govinden,Centro Comunitario de Salud Familiar (CECOSF),Hualpén,08112,Biobío,Servicio de Salud Talcahuano,urbano,107,0,,-3.504,3.504,28.1,Alta,-36.799,-73.10408
111704,Centro Comunitario de Salud Familiar Futramapu,Centro Comunitario de Salud Familiar (CECOSF),Maipú,13119,Metropolitana de Santiago,Servicio de Salud Metropolitano Central,,626,0,,-2.541,2.541,28.1,Alta,-33.5402,-70.77004
121781,Centro Comunitario de Salud Familiar 21 de Mayo,Centro Comunitario de Salud Familiar (CECOSF),Villarrica,09120,La Araucanía,Servicio de Salud Araucanía Sur,mixto,941,2,,-2.383,2.383,28,Alta,-39.28209,-72.23316
121593,Posta de Salud Rural Metrenco,Posta de Salud Rural (PSR),Padre Las Casas,09112,La Araucanía,Servicio de Salud Araucanía Sur,rural,482,0,,-2.026,2.026,27.9,Alta,-38.82695,-72.62065
110432,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),Posta de Salud Rural (PSR),Isla de Maipo,13603,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,mixto,195,0,,-3.084,3.084,27.9,Alta,-33.78438,-70.88618
105433,Posta de Salud Rural San Lorenzo (Combarbalá),Posta de Salud Rural (PSR),Combarbalá,04302,Coquimbo,Servicio de Salud Coquimbo,rural,1696,1,,-1.676,1.676,27.8,Alta,-31.00042,-70.9069
121519,Posta de Salud Rural Loncoyamo,Posta de Salud Rural (PSR),Carahue,09102,La Araucanía,Servicio de Salud Araucanía Sur,rural,31,0,,-3.594,3.594,27.8,Alta,-38.59806,-73.40741
110410,Centro Comunitario de Salud Familiar Irene Frei Montalva,Centro Comunitario de Salud Familiar (CECOSF),Pudahuel,13124,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,,112,1,,-3.428,3.428,27.8,Alta,-33.4028,-70.85444
113405,Posta de Salud Rural Viluco,Posta de Salud Rural (PSR),Buin,13402,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,mixto,1028,3,,-2.33,2.33,27.7,Alta,-33.78223,-70.79177
115432,Posta de Salud Rural Roma,Posta de Salud Rural (PSR),San Fernando,06301,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,mixto,735,1,,-2.438,2.438,27.6,Alta,-34.582367,-70.910144
122425,Centro Comunitario de Salud Familiar Liquiñe,Centro Comunitario de Salud Familiar (CECOSF),Panguipulli,14108,Los Ríos,Servicio de Salud Los Rios,rural,643,0,,-1.915,1.915,27.6,Alta,-39.74693,-71.85428
106410,Posta de Salud Rural El Yeco,Posta de Salud Rural (PSR),Algarrobo,05602,Valparaíso,Servicio de Salud Valparaíso San Antonio,mixto,185,0,,-3.075,3.075,27.5,Alta,-33.30806,-71.64341
124447,Posta de Salud Rural Quenuir,Posta de Salud Rural (PSR),Maullín,10108,Los Lagos,Servicio de Salud Del Reloncaví,rural,221,0,,-2.282,2.282,27.5,Alta,-41.5635,-73.67628
200360,Centro Comunitario de Salud Familiar Eduardo Frei Montalva,Centro Comunitario de Salud Familiar (CECOSF),La Cisterna,13109,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,urbano,807,4,,-2.398,2.398,27.5,Alta,-33.53306,-70.65177
105458,Posta de Salud Rural Tahuinco,Posta de Salud Rural (PSR),Salamanca,04204,Coquimbo,Servicio de Salud Coquimbo,rural,494,2,,-1.981,1.981,27.4,Alta,-31.79145,-71.05753
123404,Posta de Salud Rural Pichi Damas,Posta de Salud Rural (PSR),Osorno,10301,Los Lagos,Servicio de Salud Osorno,,158,2,,-3.156,3.156,27.4,Alta,-40.711748,-72.888152
107435,Posta de Salud Rural Manuel Rodríguez,Posta de Salud Rural (PSR),Calera,05502,Valparaíso,Servicio de Salud Viña del Mar Quillota,urbano,223,0,,-2.945,2.945,27.3,Alta,-32.795267,-71.193637
105432,Posta de Salud Rural Rapel (Monte Patria),Posta de Salud Rural (PSR),Monte Patria,04303,Coquimbo,Servicio de Salud Coquimbo,rural,95,0,,-2.67,2.67,27.2,Alta,-30.723716,-70.772836
107425,Posta de Salud Rural Horcón,Posta de Salud Rural (PSR),Puchuncaví,05105,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,286,0,,-2.8,2.8,27.2,Alta,-32.71085,-71.48888
120407,Centro Comunitario de Salud Familiar El Peral,Centro Comunitario de Salud Familiar (CECOSF),Los Ángeles,08301,Biobío,Servicio de Salud Biobío,,962,0,,-2.308,2.308,27.2,Alta,-37.48507,-72.21816
110430,Posta de Salud Rural San Antonio de Naltagua,Posta de Salud Rural (PSR),Isla de Maipo,13603,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,mixto,166,0,,-3.084,3.084,27.1,Alta,-33.733259,-71.022697
200235,Centro Comunitario de Salud Familiar Guacamayo,Centro Comunitario de Salud Familiar (CECOSF),Valdivia,14101,Los Ríos,Servicio de Salud Los Rios,,648,0,,-2.444,2.444,27.1,Alta,-39.84906,-73.25447
123709,Centro Comunitario de Salud Familiar Riachuelo,Centro Comunitario de Salud Familiar (CECOSF),Río Negro,10305,Los Lagos,Servicio de Salud Osorno,rural,719,0,,-1.838,1.838,27,Alta,-40.82118,-73.3362
121597,Posta de Salud Rural Puralaco,Posta de Salud Rural (PSR),Toltén,09118,La Araucanía,Servicio de Salud Araucanía Sur,rural,204,0,,-2.264,2.264,26.9,Alta,-39.31367,-73.190872
113404,Posta de Salud Rural Valdivia de Paine,Posta de Salud Rural (PSR),Buin,13402,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,mixto,844,1,,-2.33,2.33,26.9,Alta,-33.81193,-70.86063
106409,Centro Comunitario de Salud Familiar San Sebastian,Centro Comunitario de Salud Familiar (CECOSF),Cartagena,05603,Valparaíso,Servicio de Salud Valparaíso San Antonio,urbano,956,0,,-2.275,2.275,26.8,Alta,-33.52637,-71.59618
110754,Centro Comunitario de Salud Familiar Río Claro,Centro Comunitario de Salud Familiar (CECOSF),Pudahuel,13124,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,,94,0,,-3.428,3.428,26.8,Alta,-33.46392,-70.74841
103705,Centro Comunitario de Salud Familiar Sur,Centro Comunitario de Salud Familiar (CECOSF),Calama,02201,Antofagasta,Servicio de Salud Antofagasta,,1142,2,,-2.199,2.199,26.6,Alta,-22.47741,-68.92902
128412,Posta de Salud Rural Ramadillas,Posta de Salud Rural (PSR),Arauco,08202,Biobío,Servicio de Salud Arauco,mixto,292,0,,-2.724,2.724,26.5,Alta,-37.304189,-73.263752
200243,Centro Comunitario de Salud Familiar Cabrero,Centro Comunitario de Salud Familiar (CECOSF),Cabrero,08303,Biobío,Servicio de Salud Biobío,mixto,848,0,,-2.272,2.272,26.3,Alta,-37.03519,-72.41365
116761,Centro Comunitario de Salud Familiar Doña Carmen de Sarmiento,Centro Comunitario de Salud Familiar (CECOSF),Curicó,07301,Maule,Servicio de Salud Del Maule,,228,1,,-2.812,2.812,26.2,Alta,-34.94485,-71.20368
120780,Centro Comunitario de Salud Familiar Los Carrera,Centro Comunitario de Salud Familiar (CECOSF),Los Ángeles,08301,Biobío,Servicio de Salud Biobío,,755,0,,-2.308,2.308,26.2,Alta,-37.48667,-72.34337
